Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR,Performance_BA,Performance_AIR,Event
2019-05-20,20,5,2019,Monday,1,353.0,355.940002,350.529999,352.790009,346.50647,3219900,120.720001,121.18,118.239998,119.080002,112.080917,880698,0,0,0
2019-05-21,21,5,2019,Tuesday,2,358.029999,360.769989,354.880005,358.75,352.360291,4022600,119.459999,119.720001,117.839996,118.260002,111.309113,797261,1,0,0
2019-05-22,22,5,2019,Wednesday,3,357.220001,357.570007,351.75,352.779999,346.496643,3841400,118.199997,118.360001,117.360001,118.220001,111.271461,841620,0,1,0
2019-05-23,23,5,2019,Thursday,4,345.920013,351.470001,341.149994,350.549988,344.306335,5305400,117.18,117.779999,114.739998,114.879997,108.127769,1292608,1,0,0
2019-05-24,24,5,2019,Friday,5,355.0,361.399994,353.0,354.899994,348.578857,5387500,115.580002,117.5,115.459999,116.540001,109.690201,941761,0,1,0
2019-05-28,28,5,2019,Tuesday,2,355.290009,359.309998,354.880005,354.880005,348.559235,3504300,116.980003,117.540001,115.68,116.32,109.483124,1121118,0,0,0
2019-05-29,29,5,2019,Wednesday,3,352.589996,352.790009,346.049988,348.799988,342.587463,4160500,115.959999,116.440002,113.120003,114.379997,107.65715,1460847,0,0,0
2019-05-30,30,5,2019,Thursday,4,350.0,351.920013,347.940002,349.869995,343.638428,2183900,114.599998,115.440002,114.480003,115.239998,108.466606,527329,0,1,0
2019-05-31,31,5,2019,Friday,5,345.850006,345.850006,341.359985,341.609985,335.525543,3217600,113.599998,114.879997,112.599998,114.860001,108.10894,1422449,0,1,0
2019-06-03,3,6,2019,Monday,1,338.200012,339.109985,330.670013,338.890015,332.854034,5148000,113.699997,117.160004,112.860001,117.160004,110.273766,1158939,1,1,0
2019-06-04,4,6,2019,Tuesday,2,342.570007,346.410004,340.119995,344.619995,338.481964,3592300,116.5,118.699997,115.18,118.480003,111.516174,1259997,1,1,0
2019-06-05,5,6,2019,Wednesday,3,346.220001,353.25,332.48999,348.75,342.538391,3188400,118.220001,119.860001,117.779999,118.699997,111.723244,1234756,1,1,0
2019-06-06,6,6,2019,Thursday,4,348.179993,351.640015,345.579987,350.640015,344.394775,2582300,119.040001,120.559998,117.779999,117.959999,111.026741,1025038,1,0,0
2019-06-07,7,6,2019,Friday,5,352.299988,355.279999,352.299988,353.700012,347.400238,2470700,118.400002,122.440002,118.059998,120.919998,113.812759,1199498,1,1,0
2019-06-10,10,6,2019,Monday,1,356.0,357.399994,353.549988,353.799988,347.498444,2560800,121.940002,122.0,120.160004,121.059998,113.944534,507749,0,0,0
2019-06-11,11,6,2019,Tuesday,2,355.420013,355.470001,348.130005,349.329987,343.108063,2702700,121.5,124.160004,121.480003,123.400002,116.146996,1125280,0,1,0
2019-06-12,12,6,2019,Wednesday,3,349.0,349.269989,342.799988,347.029999,340.84906,2738300,122.18,123.160004,121.0,122.279999,115.092819,924062,0,1,0
2019-06-13,13,6,2019,Thursday,4,347.25,349.059998,344.100006,348.859985,342.646423,2621300,122.400002,123.699997,122.0,122.660004,115.450493,890365,1,1,0
2019-06-14,14,6,2019,Friday,5,348.0,349.170013,345.890015,347.160004,340.976685,2258400,122.760002,122.940002,121.040001,122.419998,115.224602,873534,0,0,0
2019-06-17,17,6,2019,Monday,1,348.619995,356.049988,347.049988,354.899994,348.578857,3746400,122.839996,125.139999,122.400002,125.0,117.652954,1368430,1,1,0
2019-06-18,18,6,2019,Tuesday,2,357.609985,374.649994,357.600006,373.959991,367.299377,9199200,124.779999,126.5,124.580002,125.459999,118.085915,1679579,1,1,1
2019-06-19,19,6,2019,Wednesday,3,375.399994,379.309998,368.350006,368.559998,361.995575,5716000,125.599998,125.760002,122.559998,123.0,115.770508,1646889,0,0,0
2019-06-20,20,6,2019,Thursday,4,373.0,375.790009,368.959991,374.880005,368.202972,3794500,123.0,124.239998,121.779999,123.459999,116.203468,1751922,1,1,0
2019-06-21,21,6,2019,Friday,5,374.390015,376.109985,371.720001,371.839996,365.217133,4923700,123.279999,124.980003,122.760002,122.779999,115.563431,2456772,0,0,0
2019-06-24,24,6,2019,Monday,1,372.950012,375.48999,372.100006,373.98999,367.328827,2323200,122.559998,123.440002,122.400002,123.260002,116.015221,839580,1,1,0
2019-06-25,25,6,2019,Tuesday,2,374.75,375.25,368.029999,369.320007,362.742035,3005400,122.599998,125.239998,122.599998,125.18,117.822372,1068534,0,1,0
2019-06-26,26,6,2019,Wednesday,3,371.019989,378.980011,370.0,374.940002,368.261932,4542000,125.0,126.0,124.5,125.540001,118.161217,1028633,1,1,0
2019-06-27,27,6,2019,Thursday,4,367.540009,369.929993,362.350006,364.019989,357.536407,8980000,125.5,125.760002,123.82,123.879997,116.598785,995489,0,0,0
2019-06-28,28,6,2019,Friday,5,363.920013,366.230011,361.570007,364.01001,357.526611,4737100,123.660004,125.0,123.220001,124.68,117.351761,1108817,1,1,0
2019-07-01,1,7,2019,Monday,1,364.880005,365.230011,353.320007,356.459991,350.111084,6392600,123.5,126.080002,123.5,124.300003,116.994095,849429,0,1,0
2019-07-02,2,7,2019,Tuesday,2,355.630005,356.779999,352.690002,354.160004,347.852051,3774700,122.900002,124.279999,122.599998,123.959999,116.67408,1028534,0,1,0
2019-07-03,3,7,2019,Wednesday,3,354.5,354.850006,352.26001,354.470001,348.156494,2164900,124.279999,126.040001,123.82,125.639999,118.255341,675445,0,1,0
2019-07-05,5,7,2019,Friday,5,354.0,357.25,351.429993,355.859985,349.521729,3208200,124.540001,125.199997,123.699997,124.580002,117.257645,724073,1,1,0
2019-07-08,8,7,2019,Monday,1,350.410004,352.959991,349.399994,351.119995,344.86615,3262300,124.199997,124.419998,123.0,123.919998,116.636429,788487,1,0,0
2019-07-09,9,7,2019,Tuesday,2,349.049988,353.850006,347.899994,353.089996,346.801117,4828200,124.080002,124.720001,123.300003,124.099998,116.805855,666957,1,1,0
2019-07-10,10,7,2019,Wednesday,3,354.48999,356.519989,351.25,352.299988,346.025146,2946700,124.839996,127.620003,124.5,125.839996,118.443573,1016895,0,1,0
2019-07-11,11,7,2019,Thursday,4,352.619995,359.26001,350.700012,359.0,352.605835,5059200,126.220001,127.099998,125.739998,125.980003,118.575356,727473,1,0,0
2019-07-12,12,7,2019,Friday,5,360.0,365.450012,358.140015,365.329987,358.823059,3592800,126.279999,128.039993,125.120003,127.68,120.17543,1023854,1,1,0
2019-07-15,15,7,2019,Monday,1,360.5,362.850006,359.019989,361.609985,355.169312,4814600,128.580002,129.899994,128.139999,129.199997,121.606087,973647,1,1,0
2019-07-16,16,7,2019,Tuesday,2,361.26001,365.350006,361.200012,362.75,356.289032,2960400,128.880005,131.419998,128.479996,131.139999,123.432076,1035676,1,1,0
2019-07-17,17,7,2019,Wednesday,3,362.75,369.75,362.0,369.519989,362.938446,4010000,130.960007,132.320007,130.880005,131.960007,124.203873,1084788,1,1,0
2019-07-18,18,7,2019,Thursday,4,367.600006,368.450012,359.75,361.109985,354.678253,4582800,131.479996,132.919998,130.179993,132.100006,124.335655,918163,0,1,0
2019-07-19,19,7,2019,Friday,5,370.670013,378.399994,368.5,377.359985,370.638794,9504000,132.440002,133.860001,131.039993,131.5,123.770897,1110654,1,0,1
2019-07-22,22,7,2019,Monday,1,376.940002,382.480011,371.890015,373.420013,366.769043,4265100,131.199997,131.679993,130.380005,130.759995,123.074394,909190,0,0,0
2019-07-23,23,7,2019,Tuesday,2,374.269989,376.429993,370.679993,373.070007,366.425232,3354900,131.380005,133.259995,131.360001,132.619995,124.825066,1151374,0,1,0
2019-07-24,24,7,2019,Wednesday,3,370.279999,371.359985,360.029999,361.429993,354.992554,7447900,132.639999,133.360001,131.5,131.960007,124.203873,891454,0,0,0
2019-07-25,25,7,2019,Thursday,4,356.179993,357.690002,345.709991,348.089996,341.890137,9663700,132.339996,133.380005,129.919998,130.5,122.829681,1303089,0,0,1
2019-07-26,26,7,2019,Friday,5,346.200012,348.429993,342.0,345.0,338.855194,4441100,131.520004,131.800003,130.820007,131.0,123.300293,787658,0,0,0
2019-07-29,29,7,2019,Monday,1,344.98999,346.079987,339.109985,340.209991,334.150513,4116600,130.440002,131.320007,130.080002,130.080002,122.434372,767765,0,0,0
2019-07-30,30,7,2019,Tuesday,2,339.839996,347.48999,336.559998,347.459991,341.271362,4528000,130.160004,130.419998,127.400002,127.720001,120.213081,1259431,1,0,0
2019-07-31,31,7,2019,Wednesday,3,348.48999,351.290009,341.049988,341.179993,335.10321,5219700,130.0,130.5,126.739998,128.059998,120.533096,1547913,0,0,0
2019-08-01,1,8,2019,Thursday,4,341.910004,344.290009,333.0,334.290009,328.335938,6465300,128.080002,129.979996,127.620003,129.419998,121.813164,1296566,0,1,0
2019-08-02,2,8,2019,Friday,5,334.559998,340.540009,332.320007,339.559998,333.512085,4675400,126.400002,126.720001,122.959999,123.339996,116.090515,2475378,1,0,0
2019-08-05,5,8,2019,Monday,1,332.459991,333.369995,326.959991,331.059998,325.163483,5876100,122.720001,123.199997,120.0,120.699997,113.605682,2089151,0,0,0
2019-08-06,6,8,2019,Tuesday,2,333.98999,335.700012,329.140015,332.450012,326.528748,3653300,120.919998,121.940002,119.919998,119.919998,112.871529,1618056,0,0,0
2019-08-07,7,8,2019,Wednesday,3,328.600006,333.649994,324.570007,331.380005,325.477783,4187600,120.82,123.059998,120.139999,122.0,114.829277,1497201,1,1,0
2019-08-08,8,8,2019,Thursday,4,331.299988,336.429993,328.859985,336.350006,332.420685,3673000,124.019997,127.160004,123.279999,127.160004,119.685997,1539909,1,1,0
2019-08-09,9,8,2019,Friday,5,334.059998,339.079987,333.170013,337.549988,333.606659,3102900,126.599998,126.599998,124.5,125.120003,117.765892,993641,1,0,0
2019-08-12,12,8,2019,Monday,1,333.679993,336.01001,331.369995,332.940002,329.050537,2683400,126.0,127.379997,124.860001,125.199997,117.841187,728771,0,0,0
2019-08-13,13,8,2019,Tuesday,2,331.820007,337.399994,330.5,332.859985,328.971466,3689700,124.160004,127.099998,123.279999,126.580002,119.140091,1356044,1,1,0
2019-08-14,14,8,2019,Wednesday,3,328.350006,329.540009,320.410004,320.420013,316.676819,5110400,126.18,126.199997,121.540001,121.839996,114.67868,1330499,0,0,0
2019-08-15,15,8,2019,Thursday,4,323.0,328.070007,319.549988,328.0,324.168243,4721800,122.400002,123.720001,120.279999,122.400002,115.205772,1055062,1,0,0
2019-08-16,16,8,2019,Friday,5,330.220001,331.160004,326.480011,330.450012,326.58963,3866600,123.220001,123.739998,121.660004,123.019997,115.78933,1119050,1,0,0
2019-08-19,19,8,2019,Monday,1,334.179993,335.910004,331.399994,333.779999,329.880737,2335600,124.260002,126.540001,124.099998,124.779999,117.445885,950546,0,1,0
2019-08-20,20,8,2019,Tuesday,2,332.470001,333.5,328.880005,331.75,327.874451,2039000,124.199997,126.800003,124.0,126.199997,118.782425,999387,0,1,0
2019-08-21,21,8,2019,Wednesday,3,335.480011,342.579987,333.209991,339.98999,336.018158,3265600,126.5,128.300003,126.239998,128.0,120.476624,698994,1,1,0
2019-08-22,22,8,2019,Thursday,4,342.429993,356.440002,341.01001,354.410004,350.269745,8320900,127.839996,127.839996,124.260002,124.419998,117.10704,1018327,1,0,0
2019-08-23,23,8,2019,Friday,5,355.350006,369.690002,354.350006,356.01001,351.851044,11518700,124.860001,125.400002,122.620003,122.620003,115.412842,1109352,1,0,1
2019-08-26,26,8,2019,Monday,1,365.040009,367.339996,356.890015,359.040009,354.845642,4661100,122.199997,123.559998,121.559998,122.839996,115.619904,620473,0,1,0
2019-08-27,27,8,2019,Tuesday,2,359.420013,361.309998,353.619995,354.730011,350.585999,3740300,122.940002,123.199997,121.760002,122.559998,115.356361,797067,0,0,0
2019-08-28,28,8,2019,Wednesday,3,353.309998,360.190002,351.179993,359.970001,355.764771,2402000,122.199997,122.440002,120.480003,121.599998,114.452782,645687,1,0,0
2019-08-29,29,8,2019,Thursday,4,363.850006,366.040009,360.170013,362.73999,358.50238,2717500,121.400002,125.400002,121.120003,125.279999,117.916489,973076,0,1,0
2019-08-30,30,8,2019,Friday,5,364.369995,366.369995,362.399994,364.089996,359.836639,3147000,125.580002,126.199997,125.139999,125.339996,117.972969,899281,0,0,0
2019-09-03,3,9,2019,Tuesday,2,354.109985,355.320007,350.609985,354.420013,350.279633,4272200,125.519997,125.639999,123.279999,124.620003,117.295288,619706,1,0,0
2019-09-04,4,9,2019,Wednesday,3,357.679993,358.029999,354.429993,356.529999,352.36496,2737100,125.599998,126.339996,124.959999,126.199997,118.782425,638872,0,1,0
2019-09-05,5,9,2019,Thursday,4,360.140015,364.709991,359.130005,360.299988,356.090912,3643300,127.0,128.779999,126.720001,127.32,119.836594,811224,1,1,0
2019-09-06,6,9,2019,Friday,5,361.609985,364.910004,359.119995,363.0,358.759369,3022600,127.0,127.720001,126.160004,126.599998,119.158913,840371,1,0,0
2019-09-09,9,9,2019,Monday,1,357.980011,360.929993,354.730011,358.779999,354.588654,4183300,126.540001,127.019997,125.660004,126.839996,119.384804,752032,1,1,0
2019-09-10,10,9,2019,Tuesday,2,359.0,369.48999,358.549988,369.48999,365.173553,4547200,126.5,126.980003,122.220001,122.300003,115.111656,1316005,1,0,0
2019-09-11,11,9,2019,Wednesday,3,368.73999,383.5,368.0,382.940002,378.466431,8437000,123.040001,123.720001,122.339996,123.5,116.241119,840873,1,1,0
2019-09-12,12,9,2019,Thursday,4,383.709991,384.0,374.309998,375.630005,371.241852,4495300,124.139999,126.580002,123.5,124.82,117.483528,1155604,0,1,0
2019-09-13,13,9,2019,Friday,5,377.390015,381.75,377.049988,379.76001,375.323578,3628900,124.959999,126.080002,124.260002,125.5,118.123558,1176707,1,1,0
2019-09-16,16,9,2019,Monday,1,378.140015,381.630005,375.0,378.850006,374.424194,3055500,121.0,122.059998,118.720001,121.239998,114.113953,1617882,1,1,0
2019-09-17,17,9,2019,Tuesday,2,378.410004,385.309998,377.799988,384.200012,379.711731,3269500,121.0,122.199997,120.519997,121.959999,114.791634,982862,1,1,0
2019-09-18,18,9,2019,Wednesday,3,383.25,386.73999,379.799988,386.410004,381.895905,4186400,121.900002,122.82,121.199997,122.82,115.601089,983968,1,1,0
2019-09-19,19,9,2019,Thursday,4,386.140015,388.519989,382.899994,384.440002,379.948914,2928800,122.5,124.080002,122.199997,124.080002,116.787025,857922,0,1,0
2019-09-20,20,9,2019,Friday,5,384.109985,384.730011,377.920013,379.390015,374.957916,6643000,123.480003,123.699997,119.620003,120.099998,113.040955,3206085,0,0,0
2019-09-23,23,9,2019,Monday,1,376.609985,380.100006,374.420013,377.029999,372.625458,2674900,120.199997,120.879997,117.5,119.800003,112.758591,1406075,1,0,0
2019-09-24,24,9,2019,Tuesday,2,379.540009,381.890015,375.309998,381.649994,377.191498,3533300,119.879997,120.040001,117.800003,118.800003,111.817368,998744,1,0,0
2019-09-25,25,9,2019,Wednesday,3,384.910004,391.0,383.100006,386.200012,381.688354,4705500,118.199997,120.959999,117.879997,120.959999,113.85041,1277126,1,1,0
2019-09-26,26,9,2019,Thursday,4,387.100006,388.230011,383.329987,386.890015,382.3703,2520400,120.440002,121.459999,119.059998,119.540001,112.51387,1048743,0,0,0
2019-09-27,27,9,2019,Friday,5,388.190002,389.690002,381.309998,382.859985,378.38736,2730800,119.800003,120.0,118.339996,119.0,112.005615,1304700,0,0,0
2019-09-30,30,9,2019,Monday,1,383.0,383.769989,376.690002,380.470001,376.025269,3183300,119.360001,119.559998,118.32,119.199997,112.193848,1268603,0,0,0
2019-10-01,1,10,2019,Tuesday,2,381.700012,382.850006,374.630005,374.940002,370.559906,2943800,120.0,120.360001,116.160004,116.739998,109.878448,1419321,0,0,0
2019-10-02,2,10,2019,Wednesday,3,371.850006,372.98999,363.769989,367.359985,363.06842,3698300,116.760002,117.160004,114.360001,114.360001,107.638336,1574583,0,0,0
2019-10-03,3,10,2019,Thursday,4,366.209991,372.25,363.230011,372.070007,367.723419,2623900,117.300003,119.959999,117.300003,119.220001,112.212685,2224977,1,1,0
2019-10-04,4,10,2019,Friday,5,372.25,376.130005,371.720001,375.700012,371.311005,2008400,119.879997,119.980003,117.239998,117.779999,110.857315,1239220,1,0,0
2019-10-07,7,10,2019,Monday,1,374.059998,378.149994,373.059998,376.540009,372.141205,1931800,117.779999,117.779999,116.18,117.220001,110.330238,789409,1,0,0
2019-10-08,8,10,2019,Tuesday,2,371.049988,377.339996,368.640015,374.100006,369.729706,4030200,117.940002,120.220001,117.360001,117.699997,110.782021,1331108,1,0,0
2019-10-09,9,10,2019,Wednesday,3,376.0,377.859985,373.5,374.959991,370.579651,2774100,117.5,118.0,115.279999,117.379997,110.480827,1063658,0,0,0
2019-10-10,10,10,2019,Thursday,4,373.700012,374.540009,370.329987,371.0,366.665924,2723700,117.040001,117.959999,115.400002,117.919998,110.98909,947625,0,1,0
2019-10-11,11,10,2019,Friday,5,373.0,376.940002,370.079987,374.920013,370.540161,3935400,117.540001,119.519997,116.800003,118.879997,111.892662,1192461,1,1,0
2019-10-14,14,10,2019,Monday,1,374.25,378.700012,372.679993,373.179993,368.820435,2124500,118.279999,118.900002,117.620003,118.300003,111.346756,647740,0,1,0
2019-10-15,15,10,2019,Tuesday,2,372.579987,373.529999,370.529999,370.959991,366.626373,2836600,119.440002,120.779999,118.919998,119.440002,112.419746,1194631,0,0,0
2019-10-16,16,10,2019,Wednesday,3,370.220001,377.420013,369.23999,372.429993,368.079193,3657100,119.099998,119.900002,118.32,119.32,112.306801,844506,1,1,0
2019-10-17,17,10,2019,Thursday,4,372.420013,373.799988,369.059998,369.059998,364.748596,2397100,119.519997,121.379997,119.019997,119.839996,112.796227,1169680,0,1,0
2019-10-18,18,10,2019,Friday,5,369.0,369.350006,344.0,344.0,339.981323,13544300,119.800003,120.5,119.160004,120.400002,113.323318,1178061,0,1,1
2019-10-21,21,10,2019,Monday,1,332.890015,334.23999,324.399994,331.059998,327.192505,15493100,120.379997,122.18,119.480003,122.0,114.829277,1082580,0,1,1
2019-10-22,22,10,2019,Tuesday,2,336.070007,341.480011,334.459991,337.0,333.06311,7949700,121.980003,122.580002,121.519997,121.860001,114.69751,1191168,1,0,0
2019-10-23,23,10,2019,Wednesday,3,345.0,350.799988,336.5,340.5,336.522217,10960800,120.699997,120.82,118.959999,120.160004,113.097435,1055759,0,0,1
2019-10-24,24,10,2019,Thursday,4,341.700012,345.73999,337.769989,344.549988,340.524872,5382700,120.5,122.580002,120.260002,122.260002,115.074005,849238,1,1,0
2019-10-25,25,10,2019,Friday,5,342.920013,343.369995,338.899994,339.829987,335.860046,4058000,123.0,123.760002,122.160004,123.519997,116.259933,699180,0,1,0
2019-10-28,28,10,2019,Monday,1,341.5,344.980011,339.48999,340.880005,336.897766,3234500,123.800003,125.220001,123.239998,124.68,117.351761,914618,0,1,0
2019-10-29,29,10,2019,Tuesday,2,340.190002,349.720001,339.220001,348.929993,344.853729,6113600,125.18,128.179993,124.540001,125.760002,118.368279,1827547,1,1,0
2019-10-30,30,10,2019,Wednesday,3,346.630005,350.0,343.269989,346.059998,342.017242,3997600,122.0,129.979996,121.639999,129.979996,122.340248,2393868,0,1,0
2019-10-31,31,10,2019,Thursday,4,344.700012,346.059998,339.450012,339.910004,335.939117,3868400,129.979996,130.360001,128.139999,128.419998,120.871933,1987720,0,0,0
2019-11-01,1,11,2019,Friday,5,340.589996,345.190002,339.5,345.190002,341.15744,3538200,129.199997,130.360001,128.139999,129.979996,122.340248,1372617,1,1,0
2019-11-04,4,11,2019,Monday,1,346.459991,351.450012,346.049988,351.089996,346.988495,3703000,130.380005,132.199997,130.039993,130.839996,123.149704,1231104,1,1,0
2019-11-05,5,11,2019,Tuesday,2,355.230011,361.609985,353.190002,358.290009,354.104401,5468900,130.880005,130.880005,128.600006,130.119995,122.472015,1098427,1,0,0
2019-11-06,6,11,2019,Wednesday,3,358.859985,359.399994,353.130005,354.190002,350.052307,3815700,129.979996,131.440002,129.320007,131.039993,123.337936,1034298,0,1,0
2019-11-07,7,11,2019,Thursday,4,356.119995,359.399994,355.049988,357.309998,355.196686,2834500,131.259995,132.559998,131.179993,132.279999,124.505066,1033920,1,1,0
2019-11-08,8,11,2019,Friday,5,356.399994,357.0,350.549988,351.0,348.924011,3218200,131.580002,132.960007,130.899994,132.960007,125.145096,1001098,0,1,0
2019-11-11,11,11,2019,Monday,1,349.040009,369.75,345.559998,366.959991,364.789612,11483400,132.539993,133.899994,132.5,132.860001,125.050964,717859,1,1,1
2019-11-12,12,11,2019,Tuesday,2,366.48999,367.109985,360.01001,362.880005,360.733734,5769700,133.199997,135.240005,132.639999,134.679993,126.763992,1117643,0,1,0
2019-11-13,13,11,2019,Wednesday,3,361.869995,366.619995,361.119995,362.5,360.355988,3453700,134.800003,135.559998,134.160004,135.5,127.535805,1005889,1,1,0
2019-11-14,14,11,2019,Thursday,4,363.100006,368.480011,361.480011,367.440002,365.266785,5339600,135.860001,136.779999,135.0,135.860001,127.874649,685658,1,0,0
2019-11-15,15,11,2019,Friday,5,370.0,373.480011,369.299988,371.679993,369.481689,5493100,136.679993,137.320007,135.619995,136.399994,128.382904,1126477,1,0,0
2019-11-18,18,11,2019,Monday,1,371.670013,375.600006,367.899994,369.459991,367.274811,3823800,136.259995,136.559998,133.740005,134.399994,126.500443,1076652,0,0,0
2019-11-19,19,11,2019,Tuesday,2,373.51001,374.829987,361.609985,367.0,364.829376,6670200,134.699997,136.660004,134.699997,135.300003,127.347557,820254,0,1,0
2019-11-20,20,11,2019,Wednesday,3,366.0,370.98999,365.75,370.910004,368.716248,3774800,134.820007,135.800003,134.660004,135.100006,127.159317,756966,1,1,0
2019-11-21,21,11,2019,Thursday,4,369.75,370.76001,366.26001,366.440002,364.272675,2703800,134.820007,135.360001,133.699997,134.039993,126.161606,1012179,0,0,0
2019-11-22,22,11,2019,Friday,5,368.269989,373.549988,366.609985,371.339996,369.143707,3915700,133.960007,135.080002,133.539993,133.699997,125.841606,710551,1,0,0
2019-11-25,25,11,2019,Monday,1,372.519989,374.299988,369.200012,373.130005,370.923126,3324400,134.0,134.800003,133.619995,134.580002,126.669876,766245,1,1,0
2019-11-26,26,11,2019,Tuesday,2,373.660004,374.769989,371.359985,373.51001,371.300873,2859000,134.199997,135.720001,134.100006,135.679993,127.7052,1458490,0,1,0
2019-11-27,27,11,2019,Wednesday,3,369.959991,371.829987,366.799988,368.0,365.823456,4145000,136.139999,136.199997,133.679993,133.940002,126.067505,869935,0,0,0
2019-11-29,29,11,2019,Friday,5,367.5,368.299988,366.179993,366.179993,364.014221,1390900,132.699997,133.5,131.679993,133.399994,125.559235,1529398,0,1,0
2019-12-02,2,12,2019,Monday,1,367.079987,367.380005,355.160004,355.179993,353.079285,4794500,133.860001,134.399994,129.779999,129.779999,122.152,1991605,0,0,0
2019-12-03,3,12,2019,Tuesday,2,352.089996,355.559998,347.609985,352.079987,349.99762,4683500,130.0,130.300003,124.059998,124.059998,116.768204,2874629,0,0,0
2019-12-04,4,12,2019,Wednesday,3,354.700012,355.290009,348.820007,348.839996,346.776764,3014200,124.660004,128.380005,124.5,127.980003,120.457802,2347993,0,1,0
2019-12-05,5,12,2019,Thursday,4,350.220001,350.420013,345.589996,345.679993,343.635468,4719600,127.599998,127.879997,126.860001,127.0,119.5354,1298325,0,0,0
2019-12-06,6,12,2019,Friday,5,347.73999,354.399994,347.109985,354.089996,351.995728,2856100,127.279999,128.279999,126.199997,127.040001,119.573044,1126397,1,0,0
2019-12-09,9,12,2019,Monday,1,352.670013,353.600006,349.570007,351.209991,349.132751,2844600,126.900002,127.059998,124.620003,124.940002,117.596481,1309613,0,0,0
2019-12-10,10,12,2019,Tuesday,2,350.149994,351.399994,347.450012,347.899994,345.842346,2920900,124.459999,124.599998,122.519997,124.220001,116.9188,1488075,0,0,0
2019-12-11,11,12,2019,Wednesday,3,342.100006,350.029999,338.5,350.0,347.929932,7369100,123.440002,124.379997,123.040001,124.0,116.711723,1122774,1,1,0
2019-12-12,12,12,2019,Thursday,4,348.25,351.070007,341.0,346.290009,344.241882,5970000,124.400002,125.220001,123.0,124.160004,116.862328,1330270,0,0,0
2019-12-13,13,12,2019,Friday,5,346.299988,349.309998,341.100006,341.670013,339.6492,4526300,126.839996,127.360001,124.839996,125.900002,118.500053,1716714,0,0,0
2019-12-16,16,12,2019,Monday,1,328.529999,336.230011,326.429993,327.0,325.065948,16488200,127.0,129.320007,126.559998,129.220001,121.624924,1551759,0,1,1
2019-12-17,17,12,2019,Tuesday,2,322.059998,330.950012,320.609985,327.0,325.065948,13526400,131.199997,132.0,129.139999,131.5,123.770897,2058897,1,1,1
2019-12-18,18,12,2019,Wednesday,3,328.720001,335.25,328.140015,330.679993,328.724182,7029300,131.479996,132.240005,130.360001,130.720001,123.036751,1724054,1,0,0
2019-12-19,19,12,2019,Thursday,4,332.899994,334.809998,330.980011,333.5,331.527496,5492600,130.839996,130.880005,129.520004,130.820007,123.130882,1293684,1,0,0
2019-12-20,20,12,2019,Friday,5,334.619995,335.5,328.0,328.0,326.060028,9489400,130.740005,132.5,130.160004,131.880005,124.128578,2250131,0,1,1
2019-12-23,23,12,2019,Monday,1,336.75,340.589996,334.200012,337.549988,335.553558,9534800,132.199997,133.279999,131.199997,132.779999,124.97567,779143,1,1,1
2019-12-24,24,12,2019,Tuesday,2,339.51001,339.75,332.619995,333.0,331.030457,4120100,133.139999,133.539993,132.320007,133.139999,125.314514,214381,0,0,0
2019-12-27,27,12,2019,Friday,5,330.200012,333.649994,329.170013,330.140015,328.187408,4124000,133.479996,134.880005,132.759995,133.279999,125.446274,693498,0,0,0
2019-12-30,30,12,2019,Monday,1,330.5,330.630005,325.709991,326.399994,324.469513,4525500,133.119995,133.419998,129.960007,130.0,122.359062,847345,0,0,0
