Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR,Performance_BA,Performance_AIR,Count,Change_BA,Change_AIR,%Change_BA,%Change_AIR,%Change_Volume_BA,%Change_Volume_AIR
04-03-2019,4,3,2019,Monday,1,443.220001,444.5,426.630005,432.690002,422.555725,5971000,114.300003,114.900002,113.68,114.019997,105.825272,1133867,Negative,Negative,2,-10.529999,-0.280006,0.953612188,0.750081252,0.165255064,-0.102881638
05-03-2019,5,3,2019,Tuesday,2,431.040009,433.850006,428.640015,430.119995,420.045898,2844300,113.5,113.660004,112.120003,113.239998,105.101334,1510042,Negative,Negative,3,-0.920014,-0.260002,-0.912629241,-0.071441326,-0.52364763,0.331762896
06-03-2019,6,3,2019,Wednesday,3,429.700012,432,422.079987,424.459991,414.518463,4159400,112.839996,113.940002,112.82,113.720001,105.546837,1035032,Negative,positive,4,-5.240021,0.880005,4.695588328,-4.38460858,0.462363323,-0.314567409
07-03-2019,7,3,2019,Thursday,4,423.359985,434.350006,416.440002,422.559998,412.662964,4893600,113.139999,113.660004,112.080002,112.739998,104.637268,1682374,Negative,Negative,5,-0.799987,-0.400001,-0.847331337,-1.454544008,0.176515844,0.625431871
08-03-2019,8,3,2019,Friday,5,416.769989,423.429993,415.5,422.540009,412.643463,3794900,110.919998,111.919998,109.300003,111.519997,103.504936,1678207,positive,positive,6,5.77002,0.599999,-8.212642205,-2.49999375,-0.224517737,-0.002476857
11-03-2019,11,3,2019,Monday,1,371.269989,402.670013,365.549988,400.01001,390.641113,34742200,112,113.160004,111.559998,112.959999,104.841454,1217340,positive,positive,7,28.740021,0.959999,3.98092225,0.600001,8.154971145,-0.274618685
12-03-2019,12,3,2019,Tuesday,2,384.709991,390,368,375.410004,366.61731,36922600,114.099998,114.68,112.699997,114.580002,106.345024,1614290,Negative,positive,8,-9.299987,0.480004,-1.323590125,-0.499995312,0.062759411,0.326079813
13-03-2019,13,3,2019,Wednesday,3,378.429993,381.769989,363.329987,377.140015,368.306793,32662300,115,116.959999,114.580002,116.879997,108.479713,2334138,Negative,positive,9,-1.289978,1.879997,-0.861292494,2.916627778,-0.115384615,0.445922356
14-03-2019,14,3,2019,Thursday,4,374.98999,380.390015,372.100006,373.299988,364.556732,13514100,117.019997,117.239998,115.300003,117,108.591095,1698454,Negative,Negative,10,-1.690002,-0.019997,0.310101413,-1.010636719,-0.586247754,-0.272342081
15-03-2019,15,3,2019,Friday,5,370.880005,385.709991,366.450012,378.98999,370.113464,26697700,116.900002,119.239998,116.82,117.68,109.222221,3463099,positive,positive,11,8.109985,0.779998,-5.798802013,-40.00575086,0.975544061,1.038971323
18-03-2019,18,3,2019,Monday,1,370,373.070007,367.200012,372.279999,363.560608,13119200,118,118.080002,116.959999,118,109.519226,974655,positive,positive,12,2.279999,0,-0.718865201,-1,-0.508601865,-0.718559879
19-03-2019,19,3,2019,Tuesday,2,371.140015,378.769989,371.01001,373.429993,364.683685,9856100,118.300003,119.199997,117.800003,119,110.447357,1217304,positive,positive,13,2.289978,0.699997,0.004376756,0,-0.248727057,0.248958862
20-03-2019,20,3,2019,Wednesday,3,374.700012,380.799988,373.679993,376.160004,367.349762,8737600,118.720001,119.279999,117.419998,117.860001,109.38929,1651569,positive,Negative,14,1.459992,-0.86,-0.362442783,-2.228576694,-0.113483021,0.356743262
21-03-2019,21,3,2019,Thursday,4,374.040009,377,372.230011,372.700012,363.970825,6951000,118.080002,118.779999,117.260002,118.559998,110.038971,991764,Negative,positive,15,-1.339997,0.479996,-1.917811193,-1.558134884,-0.204472624,-0.399501928
22-03-2019,22,3,2019,Friday,5,368.790009,369.859985,361.529999,362.170013,353.687408,10143900,119.440002,119.440002,114.599998,114.599998,106.363586,1548212,Negative,Negative,16,-6.619996,-4.840004,3.940306583,-11.0834257,0.459343979,0.561068964
25-03-2019,25,3,2019,Monday,1,365,371.209991,362.890015,370.459991,361.783234,7939600,114.019997,114.860001,112.620003,114.040001,105.843834,1607484,positive,positive,17,5.459991,0.020004,-1.824772553,-1.004133054,-0.21730301,0.038284163
26-03-2019,26,3,2019,Tuesday,2,375.579987,375.600006,367.600006,370.380005,361.705139,6479700,114.879997,117.300003,114.879997,116.339996,107.978523,1254958,Negative,positive,18,-5.199982,1.459999,-1.952379226,71.98535293,-0.183875762,-0.21930296
27-03-2019,27,3,2019,Wednesday,3,371.890015,376.660004,365.549988,374.209991,365.445404,9600000,116.400002,116.779999,114.860001,115.480003,107.180351,1104628,positive,Negative,19,2.319976,-0.919999,-1.446150775,-1.630136733,0.481550072,-0.119788869
28-03-2019,28,3,2019,Thursday,4,376.600006,376.660004,372.329987,374.440002,365.670013,4921300,115.120003,116.639999,115.099998,116.260002,107.904289,950323,Negative,positive,20,-2.160004,1.139999,-1.931045838,-2.239130695,-0.487364583,-0.139689561
29-03-2019,29,3,2019,Friday,5,376.519989,382.179993,374.73999,381.420013,372.486572,7694700,116.940002,118.199997,116.599998,117.900002,109.426407,1220119,positive,positive,21,4.900024,0.96,-3.268525429,-0.157893998,0.563550281,0.283899264
01-04-2019,1,4,2019,Monday,1,385.799988,392.899994,383.100006,391.540009,382.369537,7735700,118.900002,119.120003,117.18,117.760002,109.296471,962091,positive,Negative,22,5.740021,-1.14,0.17142712,-2.1875,0.005328343,-0.211477733
02-04-2019,2,4,2019,Tuesday,2,388.5,394.829987,388.5,390.75,381.598022,6401000,117.839996,118.260002,116.760002,117.220001,108.795288,1368037,positive,Negative,23,2.25,-0.619995,-0.608015371,-0.456144737,-0.172537715,0.421941376
03-04-2019,3,4,2019,Wednesday,3,389.679993,391.540009,384.070007,384.73999,375.72879,7350300,118.800003,119,117.720001,118.540001,110.020416,1214807,Negative,Negative,24,-4.940003,-0.260002,-3.195556889,-0.580638554,0.148304952,-0.112007204
04-04-2019,4,4,2019,Thursday,4,385.98999,397.059998,385.100006,395.859985,386.588318,9388100,118.639999,118.660004,117.480003,117.82,109.352158,1152087,positive,Negative,25,9.869995,-0.819999,-2.997973483,2.153818048,0.277240385,-0.0516296
05-04-2019,5,4,2019,Friday,5,398.070007,398.660004,390.950012,391.929993,382.750366,6857200,118,119.220001,117.599998,118.68,110.150345,1614315,Negative,positive,26,-6.140014,0.68,-1.622088866,-1.829269304,-0.269585965,0.401209284
08-04-2019,8,4,2019,Monday,1,376.200012,379.799988,371.859985,374.519989,365.748138,14482600,118.879997,121.220001,118.559998,120.739998,112.062302,1502349,Negative,positive,27,-1.680023,1.860001,-0.726381243,1.735295588,1.112028233,-0.069358211
09-04-2019,9,4,2019,Tuesday,2,370.290009,372.23999,367.75,369.040009,360.396515,7980100,118.800003,119.580002,117.699997,118.5,109.983292,1453576,Negative,Negative,28,-1.25,-0.300003,-0.255962567,-1.161291849,-0.44898706,-0.032464494
10-04-2019,10,4,2019,Wednesday,3,368.399994,368.790009,362.920013,364.940002,356.392517,8285000,118.220001,119.040001,116.5,116.5,108.127037,1420843,Negative,Negative,29,-3.459992,-1.720001,1.7679936,4.733279334,0.038207541,-0.022518946
11-04-2019,11,4,2019,Thursday,4,364.619995,371.079987,364.209991,370.160004,361.490265,6598400,116.919998,118.339996,116.599998,117.5,109.055161,935093,positive,positive,30,5.540009,0.580002,-2.601162373,-1.337210269,-0.203572722,-0.341874507
12-04-2019,12,4,2019,Friday,5,375.75,379.950012,372,379.640015,370.74823,7334600,117.540001,119.739998,117.260002,118.599998,110.076103,935016,positive,positive,31,3.890015,1.059997,-0.297832368,0.827574733,0.111572502,-8.23E-05
15-04-2019,15,4,2019,Monday,1,376.700012,377.899994,373.679993,375.459991,366.666138,3822100,117.779999,117.800003,116.699997,117.239998,110.34906,702766,Negative,Negative,32,-1.240021,-0.540001,-1.318770236,-1.509436347,-0.478894555,-0.248391471
16-04-2019,16,4,2019,Tuesday,2,376.51001,384.640015,375.029999,381.720001,372.77951,7083800,117,117.980003,116.379997,117.919998,110.98909,900262,positive,positive,33,5.209991,0.919998,-5.20153449,-2.703696845,0.853379032,0.281026686
17-04-2019,17,4,2019,Wednesday,3,384.100006,384.190002,377.480011,377.519989,368.677856,4424400,117.580002,119.459999,117.099998,119.040001,112.043259,1333637,Negative,positive,34,-6.580017,1.459999,-2.262961299,0.586958885,-0.375419972,0.48138764
18-04-2019,18,4,2019,Thursday,4,377.519989,382.170013,377.519989,380.070007,371.168152,4703100,119,120.639999,118.18,120.239998,113.172722,2066169,positive,positive,35,2.550018,1.239998,-1.387539728,-0.15068572,0.062991592,0.549273903
23-04-2019,23,4,2019,Tuesday,2,375.540009,376.869995,372.609985,374.019989,365.259857,4894500,120.440002,122.800003,119.339996,122.800003,115.58226,1424239,Negative,positive,36,-1.52002,2.360001,-1.596082067,0.903229683,0.040696562,-0.310686106
24-04-2019,24,4,2019,Wednesday,3,377.890015,381.149994,373.660004,375.459991,366.666138,9855100,122.900002,123.279999,121.779999,122.199997,115.017525,882275,Negative,Negative,37,-2.430024,-0.700005,0.598678965,-1.296612162,1.013504955,-0.38052883
25-04-2019,25,4,2019,Thursday,4,376.01001,384.799988,372.76001,382.799988,373.834198,6615000,122.239998,122.68,121.220001,121.900002,114.735153,891406,positive,Negative,38,6.789978,-0.339996,-3.794202033,-0.514294898,-0.328773934,0.010349381
26-04-2019,26,4,2019,Friday,5,383.890015,384,378.140015,380.790009,371.871307,4259600,122.400002,123.059998,121.199997,121.860001,114.69751,1018510,Negative,Negative,39,-3.100006,-0.540001,-1.456556118,0.588256921,-0.356069539,0.142588226
29-04-2019,29,4,2019,Monday,1,378.48999,385.299988,376.76001,379.049988,370.172028,5457300,122,123.519997,121.519997,123.019997,115.78933,1069541,positive,positive,40,0.559998,1.019997,-1.180644166,-2.888879835,0.281176636,0.050103583
30-04-2019,30,4,2019,Tuesday,2,379.5,381.140015,375.049988,377.690002,368.843903,3732800,123.980003,124,120.800003,121.879997,114.716331,1391362,Negative,Negative,41,-1.809998,-2.100006,-4.232150829,-3.058835467,-0.315998754,0.300896366
02-05-2019,2,5,2019,Thursday,4,375.5,377.649994,373.25,375.799988,366.998169,2438800,120.660004,121.580002,119.68,119.980003,112.928017,1602622,positive,Negative,42,0.299988,-0.680001,-1.16573941,-0.676190925,-0.346656665,0.151836833
03-05-2019,3,5,2019,Friday,5,376.079987,377.899994,374.220001,376.459991,367.6427,2953800,119.239998,120.699997,119.18,119.559998,112.532692,919711,positive,positive,43,0.380004,0.32,0.266730669,-1.470587543,0.211169428,-0.426121069
06-05-2019,6,5,2019,Monday,1,367.880005,372.480011,365.630005,371.600006,362.896545,4747600,117.019997,119.839996,115.059998,119.699997,112.664467,943587,positive,positive,44,3.720001,2.68,8.78937327,7.375,0.607285531,0.025960329
07-05-2019,7,5,2019,Tuesday,2,366.329987,367.709991,355.019989,357.230011,348.863129,9740300,119.720001,120.099998,117.059998,117.540001,110.631432,1245034,Negative,Negative,45,-9.099976,-2.18,-3.44622945,-1.813432836,1.051626085,0.319469217
08-05-2019,8,5,2019,Wednesday,3,357.769989,361.519989,353.329987,359.75,351.324127,6030000,117.68,119.279999,116.940002,118.800003,111.817368,1135884,positive,positive,46,1.980011,1.120003,-1.2175842,-1.513762844,-0.380922559,-0.087668289
09-05-2019,9,5,2019,Thursday,4,354.76001,355.649994,347.470001,354.130005,347.822571,6075200,117.639999,118.32,116.379997,116.800003,109.934921,1071567,Negative,Negative,47,-0.630005,-0.839996,-1.318182576,-1.74999442,0.007495854,-0.056622859
10-05-2019,10,5,2019,Friday,5,351.869995,355.540009,347.549988,354.670013,348.352936,4574100,117.5,118.360001,116.519997,117.5,110.593773,1146292,positive,positive,48,2.800018,0,-5.444437743,-1,-0.247086516,0.069734324
13-05-2019,13,5,2019,Monday,1,344.51001,346.630005,337,337.369995,331.361115,7757800,117.040001,117.239998,114.82,115.519997,108.730148,1187754,Negative,Negative,49,-7.140015,-1.520004,-3.549988964,0,0.696027634,0.036170539
14-05-2019,14,5,2019,Tuesday,2,339.899994,346.100006,337.230011,343.040009,336.930115,4747800,117,119.139999,116.699997,119,112.005615,1080454,positive,positive,50,3.140015,2,-1.439777087,-2.315786011,-0.387996597,-0.090338572
15-05-2019,15,5,2019,Wednesday,3,339.799988,348.799988,337.640015,345.640015,339.483795,4810000,119.059998,120.879997,118.080002,120.879997,113.775108,1225273,positive,positive,51,5.840027,1.819999,0.859872325,-0.0900005,0.013100805,0.134035322
16-05-2019,16,5,2019,Thursday,4,348.640015,356.5,345.820007,353.809998,347.50827,6036500,120.660004,122.779999,119.940002,122.5,115.299896,1171146,positive,positive,52,5.169983,1.839996,-0.114733031,0.010987369,0.254989605,-0.044175461
17-05-2019,17,5,2019,Friday,5,351.5,359.98999,351.160004,355.019989,348.696716,5282900,122.459999,122.82,120.5,121,113.888054,1346495,positive,Negative,53,3.519989,-1.459999,-0.319148825,-1.793479442,-0.124840553,0.149724287
20-05-2019,20,5,2019,Monday,1,353,355.940002,350.529999,352.790009,346.50647,3219900,120.720001,121.18,118.239998,119.080002,112.080917,880698,Negative,Negative,54,-0.209991,-1.639999,-1.059656721,0.123287756,-0.390505215,-0.345932959
21-05-2019,21,5,2019,Tuesday,2,358.029999,360.769989,354.880005,358.75,352.360291,4022600,119.459999,119.720001,117.839996,118.260002,111.309113,797261,positive,Negative,55,0.720001,-1.199997,-4.428723136,-0.268294066,0.249293456,-0.094739627
22-05-2019,22,5,2019,Wednesday,3,357.220001,357.570007,351.75,352.779999,346.496643,3841400,118.199997,118.360001,117.360001,118.220001,111.271461,841620,Negative,positive,56,-4.440002,0.020004,-7.16666088,-1.016670042,-0.045045493,0.055639245
23-05-2019,23,5,2019,Thursday,4,345.920013,351.470001,341.149994,350.549988,344.306335,5305400,117.18,117.779999,114.739998,114.879997,108.127769,1292608,positive,Negative,57,4.629975,-2.300003,-2.042786692,-115.9771546,0.381111053,0.535857038
24-05-2019,24,5,2019,Friday,5,355,361.399994,353,354.899994,348.578857,5387500,115.580002,117.5,115.459999,116.540001,109.690201,941761,Negative,positive,58,-0.100006,0.959999,-1.021599685,-1.417390325,0.015474799,-0.271425676
28-05-2019,28,5,2019,Tuesday,2,355.290009,359.309998,354.880005,354.880005,348.559235,3504300,116.980003,117.540001,115.68,116.32,109.483124,1121118,Negative,Negative,59,-0.410004,-0.660003,3.099794012,-1.687503841,-0.349549884,0.190448532
29-05-2019,29,5,2019,Wednesday,3,352.589996,352.790009,346.049988,348.799988,342.587463,4160500,115.959999,116.440002,113.120003,114.379997,107.65715,1460847,Negative,Negative,60,-3.790008,-1.580002,8.243831767,1.393931543,0.187255657,0.303026978
30-05-2019,30,5,2019,Thursday,4,350,351.920013,347.940002,349.869995,343.638428,2183900,114.599998,115.440002,114.480003,115.239998,108.466606,527329,Negative,positive,61,-0.130005,0.64,-0.965697962,-1.405062778,-0.475087129,-0.639025168
31-05-2019,31,5,2019,Friday,5,345.850006,345.850006,341.359985,341.609985,335.525543,3217600,113.599998,114.879997,112.599998,114.860001,108.10894,1422449,Negative,positive,62,-4.240021,1.260003,31.61429176,0.968754687,0.473327533,1.697460219
03-06-2019,3,6,2019,Monday,1,338.200012,339.109985,330.670013,338.890015,332.854034,5148000,113.699997,117.160004,112.860001,117.160004,110.273766,1158939,positive,positive,63,0.690003,3.460007,-1.162735751,1.746030763,0.599950273,-0.18525093
04-06-2019,4,6,2019,Tuesday,2,342.570007,346.410004,340.119995,344.619995,338.481964,3592300,116.5,118.699997,115.18,118.480003,111.516174,1259997,positive,positive,64,2.049988,1.980003,1.970984184,-0.427745955,-0.302195027,0.087198722
05-06-2019,5,6,2019,Wednesday,3,346.220001,353.25,332.48999,348.75,342.538391,3188400,118.220001,119.860001,117.779999,118.699997,111.723244,1234756,positive,positive,65,2.529999,0.479996,0.234153078,-0.757578145,-0.11243493,-0.020032587
06-06-2019,6,6,2019,Thursday,4,348.179993,351.640015,345.579987,350.640015,344.394775,2582300,119.040001,120.559998,117.779999,117.959999,111.026741,1025038,positive,Negative,66,2.460022,-1.080002,-0.027658904,-3.250022917,-0.190095346,-0.169845702
07-06-2019,7,6,2019,Friday,5,352.299988,355.279999,352.299988,353.700012,347.400238,2470700,118.400002,122.440002,118.059998,120.919998,113.812759,1199498,positive,positive,67,1.400024,2.519996,-0.430889642,-3.333325309,-0.043217287,0.170198568
10-06-2019,10,6,2019,Monday,1,356,357.399994,353.549988,353.799988,347.498444,2560800,121.940002,122,120.160004,121.059998,113.944534,507749,Negative,Negative,68,-2.200012,-0.880004,-2.571410204,-1.349208491,0.036467398,-0.576698752
11-06-2019,11,6,2019,Tuesday,2,355.420013,355.470001,348.130005,349.329987,343.108063,2702700,121.5,124.160004,121.480003,123.400002,116.146996,1125280,Negative,positive,69,-6.090026,1.900002,1.768178537,-3.159083368,0.055412371,1.216213129
12-06-2019,12,6,2019,Wednesday,3,349,349.269989,342.799988,347.029999,340.84906,2738300,122.18,123.160004,121,122.279999,115.092819,924062,Negative,positive,70,-1.970001,0.099999,-0.6765201,-0.947369003,0.013172013,-0.178815939
13-06-2019,13,6,2019,Thursday,4,347.25,349.059998,344.100006,348.859985,342.646423,2621300,122.400002,123.699997,122,122.660004,115.450493,890365,positive,positive,71,1.609985,0.260002,-1.817250854,1.600046,-0.04272724,-0.036466168
14-06-2019,14,6,2019,Friday,5,348,349.170013,345.890015,347.160004,340.976685,2258400,122.760002,122.940002,121.040001,122.419998,115.224602,873534,Negative,Negative,72,-0.839996,-0.340004,-1.521741507,-2.307697633,-0.138442757,-0.018903483
17-06-2019,17,6,2019,Monday,1,348.619995,356.049988,347.049988,354.899994,348.578857,3746400,122.839996,125.139999,122.400002,125,117.652954,1368430,positive,positive,73,6.279999,2.160004,-8.476224887,-7.352878201,0.658873539,0.566544634
18-06-2019,18,6,2019,Tuesday,2,357.609985,374.649994,357.600006,373.959991,367.299377,9199200,124.779999,126.5,124.580002,125.459999,118.085915,1679579,positive,positive,74,16.350006,0.68,1.603504555,-0.685185768,1.455477258,0.227376629
19-06-2019,19,6,2019,Wednesday,3,375.399994,379.309998,368.350006,368.559998,361.995575,5716000,125.599998,125.760002,122.559998,123,115.770508,1646889,Negative,Negative,75,-6.839996,-2.599998,-1.418348226,-4.823526471,-0.378641621,-0.019463211
20-06-2019,20,6,2019,Thursday,4,373,375.790009,368.959991,374.880005,368.202972,3794500,123,124.239998,121.779999,123.459999,116.203468,1751922,positive,positive,76,1.880005,0.459999,-1.274854693,-1.176922828,-0.336161652,0.063776612
21-06-2019,21,6,2019,Friday,5,374.390015,376.109985,371.720001,371.839996,365.217133,4923700,123.279999,124.980003,122.760002,122.779999,115.563431,2456772,Negative,Negative,77,-2.550019,-0.5,-2.356389478,-2.086958885,0.297588615,0.402329556
24-06-2019,24,6,2019,Monday,1,372.950012,375.48999,372.100006,373.98999,367.328827,2323200,122.559998,123.440002,122.400002,123.260002,116.015221,839580,positive,positive,78,1.039978,0.700004,-1.407831471,-2.400008,-0.528159717,-0.658258886
25-06-2019,25,6,2019,Tuesday,2,374.75,375.25,368.029999,369.320007,362.742035,3005400,122.599998,125.239998,122.599998,125.18,117.822372,1068534,Negative,positive,79,-5.429993,2.580002,-6.221257565,2.685696082,0.293646694,0.272700636
26-06-2019,26,6,2019,Wednesday,3,371.019989,378.980011,370,374.940002,368.261932,4542000,125,126,124.5,125.540001,118.161217,1028633,positive,positive,80,3.920013,0.540001,-1.72191861,-0.790697449,0.511279697,-0.037341816
27-06-2019,27,6,2019,Thursday,4,367.540009,369.929993,362.350006,364.019989,357.536407,8980000,125.5,125.760002,123.82,123.879997,116.598785,995489,Negative,Negative,81,-3.52002,-1.620003,-1.897961308,-4,0.977102598,-0.032221405
28-06-2019,28,6,2019,Friday,5,363.920013,366.230011,361.570007,364.01001,357.526611,4737100,123.660004,125,123.220001,124.68,117.351761,1108817,positive,positive,82,0.089997,1.019996,-1.025567184,-1.629625995,-0.472483296,0.113841539
01-07-2019,1,7,2019,Monday,1,364.880005,365.230011,353.320007,356.459991,350.111084,6392600,123.5,126.080002,123.5,124.300003,116.994095,849429,Negative,positive,83,-8.420014,0.800003,-94.55882974,-0.215680258,0.349475417,-0.2339322
02-07-2019,2,7,2019,Tuesday,2,355.630005,356.779999,352.690002,354.160004,347.852051,3774700,122.900002,124.279999,122.599998,123.959999,116.67408,1028534,Negative,positive,84,-1.470001,1.059997,-0.825415848,0.324991281,-0.409520383,0.210853409
03-07-2019,3,7,2019,Wednesday,3,354.5,354.850006,352.26001,354.470001,348.156494,2164900,124.279999,126.040001,123.82,125.639999,118.255341,675445,Negative,positive,85,-0.029999,1.36,-0.979592531,0.283022499,-0.426470978,-0.343293464
05-07-2019,5,7,2019,Friday,5,354,357.25,351.429993,355.859985,349.521729,3208200,124.540001,125.199997,123.699997,124.580002,117.257645,724073,positive,positive,86,1.859985,0.040001,-63.00156672,-0.9705875,0.481916024,0.071994019
08-07-2019,8,7,2019,Monday,1,350.410004,352.959991,349.399994,351.119995,344.86615,3262300,124.199997,124.419998,123,123.919998,116.636429,788487,positive,Negative,87,0.709991,-0.279999,-0.61828133,-7.999800005,0.016863038,0.088960643
09-07-2019,9,7,2019,Tuesday,2,349.049988,353.850006,347.899994,353.089996,346.801117,4828200,124.080002,124.720001,123.300003,124.099998,116.805855,666957,positive,positive,88,4.040008,0.019996,4.690224242,-1.071414541,0.479998774,-0.154130632
10-07-2019,10,7,2019,Wednesday,3,354.48999,356.519989,351.25,352.299988,346.025146,2946700,124.839996,127.620003,124.5,125.839996,118.443573,1016895,Negative,positive,89,-2.190002,1,-1.54207863,49.010002,-0.389689739,0.524678503
11-07-2019,11,7,2019,Thursday,4,352.619995,359.26001,350.700012,359,352.605835,5059200,126.220001,127.099998,125.739998,125.980003,118.575356,727473,positive,Negative,90,6.380005,-0.239998,-3.913241632,-1.239998,0.716903655,-0.284613456
12-07-2019,12,7,2019,Friday,5,360,365.450012,358.140015,365.329987,358.823059,3592800,126.279999,128.039993,125.120003,127.68,120.17543,1023854,positive,positive,91,5.329987,1.400001,-0.164579495,-6.833386112,-0.289848197,0.407411684
15-07-2019,15,7,2019,Monday,1,360.5,362.850006,359.019989,361.609985,355.169312,4814600,128.580002,129.899994,128.139999,129.199997,121.606087,973647,positive,positive,92,1.109985,0.619995,-0.791747147,-0.557146745,0.340069027,-0.049037265
16-07-2019,16,7,2019,Tuesday,2,361.26001,365.350006,361.200012,362.75,356.289032,2960400,128.880005,131.419998,128.479996,131.139999,123.432076,1035676,positive,positive,93,1.48999,2.259994,0.342351473,2.64518101,-0.385120259,0.063707894
17-07-2019,17,7,2019,Wednesday,3,362.75,369.75,362,369.519989,362.938446,4010000,130.960007,132.320007,130.880005,131.960007,124.203873,1084788,positive,positive,94,6.769989,1,3.543647273,-0.557520949,0.354546683,0.047420236
18-07-2019,18,7,2019,Thursday,4,367.600006,368.450012,359.75,361.109985,354.678253,4582800,131.479996,132.919998,130.179993,132.100006,124.335655,918163,Negative,positive,95,-6.490021,0.62001,-1.958645723,-0.37999,0.142842893,-0.153601441
19-07-2019,19,7,2019,Friday,5,370.670013,378.399994,368.5,377.359985,370.638794,9504000,132.440002,133.860001,131.039993,131.5,123.770897,1110654,positive,Negative,96,6.689972,-0.940002,-2.030808991,-2.516107805,1.07384132,0.20964796
22-07-2019,22,7,2019,Monday,1,376.940002,382.480011,371.890015,373.420013,366.769043,4265100,131.199997,131.679993,130.380005,130.759995,123.074394,909190,Negative,Negative,97,-3.519989,-0.440002,-1.526159003,-0.531913762,-0.551231061,-0.181392225
23-07-2019,23,7,2019,Tuesday,2,374.269989,376.429993,370.679993,373.070007,366.425232,3354900,131.380005,133.259995,131.360001,132.619995,124.825066,1151374,Negative,positive,98,-1.199982,1.23999,-0.659094957,-3.818146281,-0.213406485,0.266373365
24-07-2019,24,7,2019,Wednesday,3,370.279999,371.359985,360.029999,361.429993,354.992554,7447900,132.639999,133.360001,131.5,131.960007,124.203873,891454,Negative,Negative,99,-8.850006,-0.679992,6.375115627,-1.548385068,1.220006558,-0.225747672
25-07-2019,25,7,2019,Thursday,4,356.179993,357.690002,345.709991,348.089996,341.890137,9663700,132.339996,133.380005,129.919998,130.5,122.829681,1303089,Negative,Negative,100,-8.089997,-1.839996,-0.085876665,1.705908305,0.29750668,0.46175686
26-07-2019,26,7,2019,Friday,5,346.200012,348.429993,342,345,338.855194,4441100,131.520004,131.800003,130.820007,131,123.300293,787658,Negative,Negative,101,-1.200012,-0.520004,-0.851667189,-0.717388516,-0.540434823,-0.395545508
29-07-2019,29,7,2019,Monday,1,344.98999,346.079987,339.109985,340.209991,334.150513,4116600,130.440002,131.320007,130.080002,130.080002,122.434372,767765,Negative,Negative,102,-4.779999,-0.36,2.983292667,-0.307697633,-0.073067483,-0.025255885
30-07-2019,30,7,2019,Tuesday,2,339.839996,347.48999,336.559998,347.459991,341.271362,4528000,130.160004,130.419998,127.400002,127.720001,120.213081,1259431,positive,Negative,103,7.619995,-2.440003,-2.594141547,5.777786111,0.099936841,0.640386056
31-07-2019,31,7,2019,Wednesday,3,348.48999,351.290009,341.049988,341.179993,335.10321,5219700,130,130.5,126.739998,128.059998,120.533096,1547913,Negative,Negative,104,-7.309997,-1.940002,-1.959317821,-0.204918191,0.152760601,0.229057408
