Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR,Performance_BA,Performance_AIR,Count,Change_BA,Change_AIR,%Change_BA,%Change_AIR,%Change_Volume_BA,%Change_Volume_AIR
01-08-2019,1,8,2019,Thursday,4,341.910004,344.290009,333,334.290009,328.335938,6465300,128.080002,129.979996,127.620003,129.419998,121.813164,1296566,Negative,positive,105,-7.619995,1.339996,0.042407405,-1.690718876,0.238634404,-0.162377989
02-08-2019,2,8,2019,Friday,5,334.559998,340.540009,332.320007,339.559998,333.512085,4675400,126.400002,126.720001,122.959999,123.339996,116.090515,2475378,positive,Negative,106,5,-3.060006,-1.65616841,-3.283593384,-0.276847169,0.909180096
05-08-2019,5,8,2019,Monday,1,332.459991,333.369995,326.959991,331.059998,325.163483,5876100,122.720001,123.199997,120,120.699997,113.605682,2089151,Negative,Negative,107,-1.399993,-2.020004,-1.2799986,-0.339869268,0.256812251,-0.156027483
06-08-2019,6,8,2019,Tuesday,2,333.98999,335.700012,329.140015,332.450012,326.528748,3653300,120.919998,121.940002,119.919998,119.919998,112.871529,1618056,Negative,Negative,108,-1.539978,-1,0.099989786,-0.504951475,-0.37827811,-0.225495907
07-08-2019,7,8,2019,Wednesday,3,328.600006,333.649994,324.570007,331.380005,325.477783,4187600,120.82,123.059998,120.139999,122,114.829277,1497201,positive,positive,109,2.779999,1.18,-2.805219945,-2.18,0.146251334,-0.074691482
08-08-2019,8,8,2019,Thursday,4,331.299988,336.429993,328.859985,336.350006,332.420685,3673000,124.019997,127.160004,123.279999,127.160004,119.685997,1539909,positive,positive,110,5.050018,3.140007,0.816553891,1.661022881,-0.122886618,0.028525228
09-08-2019,9,8,2019,Friday,5,334.059998,339.079987,333.170013,337.549988,333.606659,3102900,126.599998,126.599998,124.5,125.120003,117.765892,993641,positive,Negative,111,3.48999,-1.479995,-0.308915335,-1.471334937,-0.155213722,-0.354740442
12-08-2019,12,8,2019,Monday,1,333.679993,336.01001,331.369995,332.940002,329.050537,2683400,126,127.379997,124.860001,125.199997,117.841187,728771,Negative,Negative,112,-0.739991,-0.800003,-1.212032413,-0.459455606,-0.135196107,-0.266565087
13-08-2019,13,8,2019,Tuesday,2,331.820007,337.399994,330.5,332.859985,328.971466,3689700,124.160004,127.099998,123.279999,126.580002,119.140091,1356044,positive,positive,113,1.039978,2.419998,-2.405392768,-4.024986156,0.375009317,0.860727169
14-08-2019,14,8,2019,Wednesday,3,328.350006,329.540009,320.410004,320.420013,316.676819,5110400,126.18,126.199997,121.540001,121.839996,114.67868,1330499,Negative,Negative,114,-7.929993,-4.340004,-8.625154571,-2.793391565,0.385044855,-0.018837884
15-08-2019,15,8,2019,Thursday,4,323,328.070007,319.549988,328,324.168243,4721800,122.400002,123.720001,120.279999,122.400002,115.205772,1055062,positive,positive,115,5,0,-1.630517581,-1,-0.076041014,-0.207017818
16-08-2019,16,8,2019,Friday,5,330.220001,331.160004,326.480011,330.450012,326.58963,3866600,123.220001,123.739998,121.660004,123.019997,115.78933,1119050,positive,Negative,116,0.230011,-0.200004,-0.9539978,0,-0.18111737,0.060648569
19-08-2019,19,8,2019,Monday,1,334.179993,335.910004,331.399994,333.779999,329.880737,2335600,124.260002,126.540001,124.099998,124.779999,117.445885,950546,Negative,positive,117,-0.399994,0.519997,-2.739021177,-3.599933001,-0.395955103,-0.150577722
20-08-2019,20,8,2019,Tuesday,2,332.470001,333.5,328.880005,331.75,327.874451,2039000,124.199997,126.800003,124,126.199997,118.782425,999387,Negative,positive,118,-0.720001,2,0.8000295,2.846176036,-0.126990923,0.051382048
21-08-2019,21,8,2019,Wednesday,3,335.480011,342.579987,333.209991,339.98999,336.018158,3265600,126.5,128.300003,126.239998,128,120.476624,698994,positive,positive,119,4.509979,1.5,-7.263851022,-0.25,0.601569397,-0.300577254
22-08-2019,22,8,2019,Thursday,4,342.429993,356.440002,341.01001,354.410004,350.269745,8320900,127.839996,127.839996,124.260002,124.419998,117.10704,1018327,positive,Negative,120,11.980011,-3.419998,1.656334098,-3.279998667,1.548046301,0.456846554
23-08-2019,23,8,2019,Friday,5,355.350006,369.690002,354.350006,356.01001,351.851044,11518700,124.860001,125.400002,122.620003,122.620003,115.412842,1109352,positive,Negative,121,0.660004,-2.239998,-0.944907897,-0.345029442,0.38430939,0.089386808
26-08-2019,26,8,2019,Monday,1,365.040009,367.339996,356.890015,359.040009,354.845642,4661100,122.199997,123.559998,121.559998,122.839996,115.619904,620473,Negative,positive,122,-6,0.639999,-10.09085399,-1.285714094,-0.595344961,-0.440688799
27-08-2019,27,8,2019,Tuesday,2,359.420013,361.309998,353.619995,354.730011,350.585999,3740300,122.940002,123.199997,121.760002,122.559998,115.356361,797067,Negative,Negative,123,-4.690002,-0.380004,-0.218333,-1.593757178,-0.197549935,0.284611901
28-08-2019,28,8,2019,Wednesday,3,353.309998,360.190002,351.179993,359.970001,355.764771,2402000,122.199997,122.440002,120.480003,121.599998,114.452782,645687,positive,Negative,124,6.660003,-0.599999,-2.420042678,0.578928117,-0.357805524,-0.189921299
29-08-2019,29,8,2019,Thursday,4,363.850006,366.040009,360.170013,362.73999,358.50238,2717500,121.400002,125.400002,121.120003,125.279999,117.916489,973076,Negative,positive,125,-1.110016,3.879997,-1.166668994,-7.466672444,0.131348876,0.507039789
30-08-2019,30,8,2019,Friday,5,364.369995,366.369995,362.399994,364.089996,359.836639,3147000,125.580002,126.199997,125.139999,125.339996,117.972969,899281,Negative,Negative,126,-0.279999,-0.240006,-0.747752285,-1.061857264,0.158049678,-0.075836831
03-09-2019,3,9,2019,Tuesday,2,354.109985,355.320007,350.609985,354.420013,350.279633,4272200,125.519997,125.639999,123.279999,124.620003,117.295288,619706,positive,Negative,127,0.310028,-0.899994,-2.107246812,2.749881253,0.35754687,-0.310887253
04-09-2019,4,9,2019,Wednesday,3,357.679993,358.029999,354.429993,356.529999,352.36496,2737100,125.599998,126.339996,124.959999,126.199997,118.782425,638872,Negative,positive,128,-1.149994,0.599999,-4.709323029,-1.66667,-0.359323065,0.030927569
05-09-2019,5,9,2019,Thursday,4,360.140015,364.709991,359.130005,360.299988,356.090912,3643300,127,128.779999,126.720001,127.32,119.836594,811224,positive,positive,129,0.159973,0.32,-1.139107682,-0.466665778,0.331080341,0.269775479
06-09-2019,6,9,2019,Friday,5,361.609985,364.910004,359.119995,363,358.759369,3022600,127,127.720001,126.160004,126.599998,119.158913,840371,positive,Negative,130,1.390015,-0.400002,7.689060029,-2.25000625,-0.170367524,0.035929657
09-09-2019,9,9,2019,Monday,1,357.980011,360.929993,354.730011,358.779999,354.588654,4183300,126.540001,127.019997,125.660004,126.839996,119.384804,752032,positive,positive,131,0.799988,0.299995,-0.424475275,-1.74998375,0.384007146,-0.105119049
10-09-2019,10,9,2019,Tuesday,2,359,369.48999,358.549988,369.48999,365.173553,4547200,126.5,126.980003,122.220001,122.300003,115.111656,1316005,positive,Negative,132,10.48999,-4.199997,12.11268419,-15.00022334,0.086988741,0.749932184
11-09-2019,11,9,2019,Wednesday,3,368.73999,383.5,368,382.940002,378.466431,8437000,123.040001,123.720001,122.339996,123.5,116.241119,840873,positive,positive,133,14.200012,0.459999,0.353672596,-1.10952365,0.855427516,-0.361041181
12-09-2019,12,9,2019,Thursday,4,383.709991,384,374.309998,375.630005,371.241852,4495300,124.139999,126.580002,123.5,124.82,117.483528,1155604,Negative,positive,134,-8.079986,0.680001,-1.569012618,0.478266257,-0.46719213,0.374290767
13-09-2019,13,9,2019,Friday,5,377.390015,381.75,377.049988,379.76001,375.323578,3628900,124.959999,126.080002,124.260002,125.5,118.123558,1176707,positive,positive,135,2.369995,0.540001,-1.293316721,-0.20588205,-0.192734634,0.018261446
16-09-2019,16,9,2019,Monday,1,378.140015,381.630005,375,378.850006,374.424194,3055500,121,122.059998,118.720001,121.239998,114.113953,1617882,positive,positive,136,0.709991,0.239998,-0.700425106,-0.555560082,-0.158009314,0.374923409
17-09-2019,17,9,2019,Tuesday,2,378.410004,385.309998,377.799988,384.200012,379.711731,3269500,121,122.199997,120.519997,121.959999,114.791634,982862,positive,positive,137,5.790008,0.959999,7.155044219,3.000029167,0.070037637,-0.392500813
18-09-2019,18,9,2019,Wednesday,3,383.25,386.73999,379.799988,386.410004,381.895905,4186400,121.900002,122.82,121.199997,122.82,115.601089,983968,positive,positive,138,3.160004,0.919998,-0.454231497,-0.041667752,0.280440434,0.001125285
19-09-2019,19,9,2019,Thursday,4,386.140015,388.519989,382.899994,384.440002,379.948914,2928800,122.5,124.080002,122.199997,124.080002,116.787025,857922,Negative,positive,139,-1.700013,1.580002,-1.537978116,0.717397212,-0.300401299,-0.128099694
20-09-2019,20,9,2019,Friday,5,384.109985,384.730011,377.920013,379.390015,374.957916,6643000,123.480003,123.699997,119.620003,120.099998,113.040955,3206085,Negative,Negative,140,-4.71997,-3.380005,1.77643171,-3.139240963,1.268164436,2.737035535
23-09-2019,23,9,2019,Monday,1,376.609985,380.100006,374.420013,377.029999,372.625458,2674900,120.199997,120.879997,117.5,119.800003,112.758591,1406075,positive,Negative,141,0.420014,-0.399994,-1.088986583,-0.881658755,-0.597335541,-0.56143552
24-09-2019,24,9,2019,Tuesday,2,379.540009,381.890015,375.309998,381.649994,377.191498,3533300,119.879997,120.040001,117.800003,118.800003,111.817368,998744,positive,Negative,142,2.109985,-1.079994,4.023606356,1.7000255,0.320909193,-0.289693651
25-09-2019,25,9,2019,Wednesday,3,384.910004,391,383.100006,386.200012,381.688354,4705500,118.199997,120.959999,117.879997,120.959999,113.85041,1277126,positive,positive,143,1.290008,2.760002,-0.388617455,-3.555571605,0.331757847,0.278732088
26-09-2019,26,9,2019,Thursday,4,387.100006,388.230011,383.329987,386.890015,382.3703,2520400,120.440002,121.459999,119.059998,119.540001,112.51387,1048743,Negative,Negative,144,-0.209991,-0.900001,-1.162782711,-1.326087083,-0.46437148,-0.178825738
27-09-2019,27,9,2019,Friday,5,388.190002,389.690002,381.309998,382.859985,378.38736,2730800,119.800003,120,118.339996,119,112.005615,1304700,Negative,Negative,145,-5.330017,-0.800003,24.38212114,-0.111108765,0.083478813,0.244060747
30-09-2019,30,9,2019,Monday,1,383,383.769989,376.690002,380.470001,376.025269,3183300,119.360001,119.559998,118.32,119.199997,112.193848,1268603,Negative,Negative,146,-2.529999,-0.160004,-0.525330032,-0.79999575,0.165702358,-0.027666897
01-10-2019,1,10,2019,Tuesday,2,381.700012,382.850006,374.630005,374.940002,370.559906,2943800,120,120.360001,116.160004,116.739998,109.878448,1419321,Negative,Negative,147,-6.76001,-3.260002,1.671941768,19.37450314,-0.07523639,0.118806277
02-10-2019,2,10,2019,Wednesday,3,371.850006,372.98999,363.769989,367.359985,363.06842,3698300,116.760002,117.160004,114.360001,114.360001,107.638336,1574583,Negative,Negative,148,-4.490021,-2.400001,-0.335796693,-0.263803826,0.256301379,0.109391744
03-10-2019,3,10,2019,Thursday,4,366.209991,372.25,363.230011,372.070007,367.723419,2623900,117.300003,119.959999,117.300003,119.220001,112.212685,2224977,positive,positive,149,5.860016,1.919998,-2.305119954,-1.799998833,-0.290511857,0.413057933
04-10-2019,4,10,2019,Friday,5,372.25,376.130005,371.720001,375.700012,371.311005,2008400,119.879997,119.980003,117.239998,117.779999,110.857315,1239220,positive,Negative,150,3.450012,-2.099998,-0.411262358,-2.093750098,-0.234574488,-0.443041434
07-10-2019,7,10,2019,Monday,1,374.059998,378.149994,373.059998,376.540009,372.141205,1931800,117.779999,117.779999,116.18,117.220001,110.330238,789409,positive,Negative,151,2.480011,-0.559998,-0.281158732,-0.733334032,-0.038139813,-0.362979132
08-10-2019,8,10,2019,Tuesday,2,371.049988,377.339996,368.640015,374.100006,369.729706,4030200,117.940002,120.220001,117.360001,117.699997,110.782021,1331108,positive,Negative,152,3.050018,-0.240005,0.229840513,-0.571418112,1.086240812,0.68620829
09-10-2019,9,10,2019,Wednesday,3,376,377.859985,373.5,374.959991,370.579651,2774100,117.5,118,115.279999,117.379997,110.480827,1063658,Negative,Negative,153,-1.040009,-0.120003,-1.340984545,-0.499997917,-0.311671877,-0.20092284
10-10-2019,10,10,2019,Thursday,4,373.700012,374.540009,370.329987,371,366.665924,2723700,117.040001,117.959999,115.400002,117.919998,110.98909,947625,Negative,positive,154,-2.700012,0.879997,1.596142918,-8.333125005,-0.018168055,-0.109088636
11-10-2019,11,10,2019,Friday,5,373,376.940002,370.079987,374.920013,370.540161,3935400,117.540001,119.519997,116.800003,118.879997,111.892662,1192461,positive,positive,155,1.920013,1.339996,-1.711112765,0.522727918,0.444872783,0.258368025
14-10-2019,14,10,2019,Monday,1,374.25,378.700012,372.679993,373.179993,368.820435,2124500,118.279999,118.900002,117.620003,118.300003,111.346756,647740,Negative,positive,156,-1.070007,0.020004,-1.557291539,-0.985071597,-0.460156528,-0.456804038
15-10-2019,15,10,2019,Tuesday,2,372.579987,373.529999,370.529999,370.959991,366.626373,2836600,119.440002,120.779999,118.919998,119.440002,112.419746,1194631,Negative,positive,157,-1.619996,0,0.514005049,-1,0.335184749,0.844306357
16-10-2019,16,10,2019,Wednesday,3,370.220001,377.420013,369.23999,372.429993,368.079193,3657100,119.099998,119.900002,118.32,119.32,112.306801,844506,positive,positive,158,2.209992,0.220002,-2.364195961,0,0.289254742,-0.293082132
17-10-2019,17,10,2019,Thursday,4,372.420013,373.799988,369.059998,369.059998,364.748596,2397100,119.519997,121.379997,119.019997,119.839996,112.796227,1169680,Negative,positive,159,-3.360015,0.319999,-2.520374282,0.454527686,-0.344535288,0.385046406
18-10-2019,18,10,2019,Friday,5,369,369.350006,344,344,339.981323,13544300,119.800003,120.5,119.160004,120.400002,113.323318,1178061,Negative,positive,160,-25,0.599999,6.440442974,0.875002734,4.650285762,0.007165208
21-10-2019,21,10,2019,Monday,1,332.890015,334.23999,324.399994,331.059998,327.192505,15493100,120.379997,122.18,119.480003,122,114.829277,1082580,Negative,positive,161,-1.830017,1.620003,-0.92679932,1.7000095,0.143883405,-0.081049284
22-10-2019,22,10,2019,Tuesday,2,336.070007,341.480011,334.459991,337,333.06311,7949700,121.980003,122.580002,121.519997,121.860001,114.69751,1191168,positive,Negative,162,0.929993,-0.120002,-1.508188175,-1.074075171,-0.486887711,0.100304827
23-10-2019,23,10,2019,Wednesday,3,345,350.799988,336.5,340.5,336.522217,10960800,120.699997,120.82,118.959999,120.160004,113.097435,1055759,Negative,Negative,163,-4.5,-0.539993,-5.838746098,3.499866669,0.37876901,-0.1136775
24-10-2019,24,10,2019,Thursday,4,341.700012,345.73999,337.769989,344.549988,340.524872,5382700,120.5,122.580002,120.260002,122.260002,115.074005,849238,positive,positive,164,2.849976,1.760002,-1.633328,-4.259305213,-0.508913583,-0.195613772
25-10-2019,25,10,2019,Friday,5,342.920013,343.369995,338.899994,339.829987,335.860046,4058000,123,123.760002,122.160004,123.519997,116.259933,699180,Negative,positive,165,-3.090026,0.519997,-2.084228779,-0.704547495,-0.246103257,-0.176697227
28-10-2019,28,10,2019,Monday,1,341.5,344.980011,339.48999,340.880005,336.897766,3234500,123.800003,125.220001,123.239998,124.68,117.351761,914618,Negative,positive,166,-0.619995,0.879997,-0.799356057,0.692311686,-0.202932479,0.308129523
29-10-2019,29,10,2019,Tuesday,2,340.190002,349.720001,339.220001,348.929993,344.853729,6113600,125.18,128.179993,124.540001,125.760002,118.368279,1827547,positive,positive,167,8.739991,0.580002,-15.09687336,-0.340904571,0.890122121,0.998153327
30-10-2019,30,10,2019,Wednesday,3,346.630005,350,343.269989,346.059998,342.017242,3997600,122,129.979996,121.639999,129.979996,122.340248,2393868,Negative,positive,168,-0.570007,7.979996,-1.065218259,12.75856635,-0.346113583,0.309880403
31-10-2019,31,10,2019,Thursday,4,344.700012,346.059998,339.450012,339.910004,335.939117,3868400,129.979996,130.360001,128.139999,128.419998,120.871933,1987720,Negative,Negative,169,-4.790008,-1.559998,7.403419607,-1.195488569,-0.032319392,-0.169661819
01-11-2019,1,11,2019,Friday,5,340.589996,345.190002,339.5,345.190002,341.15744,3538200,129.199997,130.360001,128.139999,129.979996,122.340248,1372617,positive,positive,170,4.600006,0.779999,-1.960333678,-1.5,-0.085358288,-0.309451532
04-11-2019,4,11,2019,Monday,1,346.459991,351.450012,346.049988,351.089996,346.988495,3703000,130.380005,132.199997,130.039993,130.839996,123.149704,1231104,positive,positive,171,4.630005,0.459991,0.006521513,-0.410267193,0.046577356,-0.103097222
05-11-2019,5,11,2019,Tuesday,2,355.230011,361.609985,353.190002,358.290009,354.104401,5468900,130.880005,130.880005,128.600006,130.119995,122.472015,1098427,positive,Negative,172,3.059998,-0.76001,-0.339094018,-2.652227978,0.476883608,-0.107770749
06-11-2019,6,11,2019,Wednesday,3,358.859985,359.399994,353.130005,354.190002,350.052307,3815700,129.979996,131.440002,129.320007,131.039993,123.337936,1034298,Negative,positive,173,-4.669983,1.059997,-2.526139233,-2.394714543,-0.302291137,-0.058382578
07-11-2019,7,11,2019,Thursday,4,356.119995,359.399994,355.049988,357.309998,355.196686,2834500,131.259995,132.559998,131.179993,132.279999,124.505066,1033920,positive,positive,174,1.190003,1.020004,-1.254819557,-0.037729352,-0.257148099,-0.000365465
08-11-2019,8,11,2019,Friday,5,356.399994,357,350.549988,351,348.924011,3218200,131.580002,132.960007,130.899994,132.960007,125.145096,1001098,Negative,positive,175,-5.399994,1.380005,-5.537798644,0.352940773,0.13536779,-0.031745203
11-11-2019,11,11,2019,Monday,1,349.040009,369.75,345.559998,366.959991,364.789612,11483400,132.539993,133.899994,132.5,132.860001,125.050964,717859,positive,positive,176,17.919982,0.320008,-4.318518872,-0.768110985,2.568267976,-0.282928345
12-11-2019,12,11,2019,Tuesday,2,366.48999,367.109985,360.01001,362.880005,360.733734,5769700,133.199997,135.240005,132.639999,134.679993,126.763992,1117643,Negative,positive,177,-3.609985,1.479996,-1.201450258,3.624871878,-0.497561698,0.556911594
13-11-2019,13,11,2019,Wednesday,3,361.869995,366.619995,361.119995,362.5,360.355988,3453700,134.800003,135.559998,134.160004,135.5,127.535805,1005889,positive,positive,178,0.630005,0.699997,-1.174517346,-0.527027776,-0.401407352,-0.099990784
14-11-2019,14,11,2019,Thursday,4,363.100006,368.480011,361.480011,367.440002,365.266785,5339600,135.860001,136.779999,135,135.860001,127.874649,685658,positive,positive,179,4.339996,0,5.888827866,-1,0.54605206,-0.3183562
15-11-2019,15,11,2019,Friday,5,370,373.480011,369.299988,371.679993,369.481689,5493100,136.679993,137.320007,135.619995,136.399994,128.382904,1126477,positive,Negative,180,1.679993,-0.279999,-0.612904482,0,0.028747472,0.642913814
18-11-2019,18,11,2019,Monday,1,371.670013,375.600006,367.899994,369.459991,367.274811,3823800,136.259995,136.559998,133.740005,134.399994,126.500443,1076652,Negative,Negative,181,-2.210022,-1.860001,-2.315494767,5.642884439,-0.303890335,-0.044230819
19-11-2019,19,11,2019,Tuesday,2,373.51001,374.829987,361.609985,367,364.829376,6670200,134.699997,136.660004,134.699997,135.300003,127.347557,820254,Negative,positive,182,-6.51001,0.600006,1.945676559,-1.322583698,0.744390397,-0.238143801
20-11-2019,20,11,2019,Wednesday,3,366,370.98999,365.75,370.910004,368.716248,3774800,134.820007,135.800003,134.660004,135.100006,127.159317,756966,positive,positive,183,4.910004,0.279999,-1.754223726,-0.533339667,-0.434079938,-0.077156588
21-11-2019,21,11,2019,Thursday,4,369.75,370.76001,366.26001,366.440002,364.272675,2703800,134.820007,135.360001,133.699997,134.039993,126.161606,1012179,Negative,Negative,184,-3.309998,-0.780014,-1.674133463,-3.785774235,-0.283723641,0.337152527
22-11-2019,22,11,2019,Friday,5,368.269989,373.549988,366.609985,371.339996,369.143707,3915700,133.960007,135.080002,133.539993,133.699997,125.841606,710551,positive,Negative,185,3.070007,-0.26001,-1.927495122,-0.666659829,0.448221022,-0.297998674
25-11-2019,25,11,2019,Monday,1,372.519989,374.299988,369.200012,373.130005,370.923126,3324400,134,134.800003,133.619995,134.580002,126.669876,766245,positive,positive,186,0.610016,0.580002,-0.801298173,-3.230691127,-0.151007483,0.078381425
26-11-2019,26,11,2019,Tuesday,2,373.660004,374.769989,371.359985,373.51001,371.300873,2859000,134.199997,135.720001,134.100006,135.679993,127.7052,1458490,Negative,positive,187,-0.149994,1.479996,-1.245885354,1.551708442,-0.139995187,0.903425145
27-11-2019,27,11,2019,Wednesday,3,369.959991,371.829987,366.799988,368,365.823456,4145000,136.139999,136.199997,133.679993,133.940002,126.067505,869935,Negative,Negative,188,-1.959991,-2.199997,12.06712935,-2.486488477,0.449807625,-0.40353722
29-11-2019,29,11,2019,Friday,5,367.5,368.299988,366.179993,366.179993,364.014221,1390900,132.699997,133.5,131.679993,133.399994,125.559235,1529398,Negative,positive,189,-1.320007,0.699997,-0.326523948,-1.318180888,-0.664439083,0.758060085
02-12-2019,2,12,2019,Monday,1,367.079987,367.380005,355.160004,355.179993,353.079285,4794500,133.860001,134.399994,129.779999,129.779999,122.152,1991605,Negative,Negative,190,-11.899994,-4.080002,8.015099162,-6.828599265,2.447048674,0.302214989
03-12-2019,3,12,2019,Tuesday,2,352.089996,355.559998,347.609985,352.079987,349.99762,4683500,130,130.300003,124.059998,124.059998,116.768204,2874629,Negative,Negative,191,-0.010009,-5.940002,-0.999158907,0.455882129,-0.023151528,0.443373058
04-12-2019,4,12,2019,Wednesday,3,354.700012,355.290009,348.820007,348.839996,346.776764,3014200,124.660004,128.380005,124.5,127.980003,120.457802,2347993,Negative,positive,192,-5.860016,3.319999,584.4746728,-1.558922202,-0.35642148,-0.18320138
05-12-2019,5,12,2019,Thursday,4,350.220001,350.420013,345.589996,345.679993,343.635468,4719600,127.599998,127.879997,126.860001,127,119.5354,1298325,Negative,Negative,193,-4.540008,-0.599998,-0.225256723,-1.180722344,0.565788601,-0.447049033
06-12-2019,6,12,2019,Friday,5,347.73999,354.399994,347.109985,354.089996,351.995728,2856100,127.279999,128.279999,126.199997,127.040001,119.573044,1126397,positive,Negative,194,6.350006,-0.239998,-2.398677271,-0.600002,-0.394842783,-0.13242293
09-12-2019,9,12,2019,Monday,1,352.670013,353.600006,349.570007,351.209991,349.132751,2844600,126.900002,127.059998,124.620003,124.940002,117.596481,1309613,Negative,Negative,195,-1.460022,-1.96,-1.229924507,7.166734723,-0.00402647,0.162656683
10-12-2019,10,12,2019,Tuesday,2,350.149994,351.399994,347.450012,347.899994,345.842346,2920900,124.459999,124.599998,122.519997,124.220001,116.9188,1488075,Negative,Negative,196,-2.25,-0.239998,0.541072669,-0.877552041,0.026822752,0.136270791
11-12-2019,11,12,2019,Wednesday,3,342.100006,350.029999,338.5,350,347.929932,7369100,123.440002,124.379997,123.040001,124,116.711723,1122774,positive,positive,197,7.899994,0.559998,-4.511108444,-3.333344445,1.522886781,-0.245485611
12-12-2019,12,12,2019,Thursday,4,348.25,351.070007,341,346.290009,344.241882,5970000,124.400002,125.220001,123,124.160004,116.862328,1330270,Negative,Negative,198,-1.959991,-0.239998,-1.248100315,-1.428569388,-0.189860363,0.184806559
13-12-2019,13,12,2019,Friday,5,346.299988,349.309998,341.100006,341.670013,339.6492,4526300,126.839996,127.360001,124.839996,125.900002,118.500053,1716714,Negative,Negative,199,-4.629975,-0.939994,1.36224299,2.916674306,-0.241825796,0.290500425
16-12-2019,16,12,2019,Monday,1,328.529999,336.230011,326.429993,327,325.065948,16488200,127,129.320007,126.559998,129.220001,121.624924,1551759,Negative,positive,200,-1.529999,2.220001,-0.669544868,-3.361718266,2.642754568,-0.096087642
17-12-2019,17,12,2019,Tuesday,2,322.059998,330.950012,320.609985,327,325.065948,13526400,131.199997,132,129.139999,131.5,123.770897,2058897,positive,positive,201,4.940002,0.300003,-4.228761587,-0.864863574,-0.179631494,0.326814924
18-12-2019,18,12,2019,Wednesday,3,328.720001,335.25,328.140015,330.679993,328.724182,7029300,131.479996,132.240005,130.360001,130.720001,123.036751,1724054,positive,Negative,202,1.959992,-0.759995,-0.603240646,-3.533291334,-0.48032736,-0.162632225
19-12-2019,19,12,2019,Thursday,4,332.899994,334.809998,330.980011,333.5,331.527496,5492600,130.839996,130.880005,129.520004,130.820007,123.130882,1293684,positive,Negative,203,0.600006,-0.019989,-0.69387324,-0.973698511,-0.218613518,-0.249626752
20-12-2019,20,12,2019,Friday,5,334.619995,335.5,328,328,326.060028,9489400,130.740005,132.5,130.160004,131.880005,124.128578,2250131,Negative,positive,204,-6.619995,1.14,-12.03321467,-58.03136725,0.727669956,0.739320421
23-12-2019,23,12,2019,Monday,1,336.75,340.589996,334.200012,337.549988,335.553558,9534800,132.199997,133.279999,131.199997,132.779999,124.97567,779143,positive,positive,205,0.799988,0.580002,-1.1208442,-0.491226316,0.004784286,-0.653734383
24-12-2019,24,12,2019,Tuesday,2,339.51001,339.75,332.619995,333,331.030457,4120100,133.139999,133.539993,132.320007,133.139999,125.314514,214381,Negative,positive,206,-6.51001,0,-9.137634565,-1,-0.567888157,-0.724850252
27-12-2019,27,12,2019,Friday,5,330.200012,333.649994,329.170013,330.140015,328.187408,4124000,133.479996,134.880005,132.759995,133.279999,125.446274,693498,Negative,Negative,207,-0.059997,-0.199997,-0.990783885,0,0.000946579,2.234885554
30-12-2019,30,12,2019,Monday,1,330.5,330.630005,325.709991,326.399994,324.469513,4525500,133.119995,133.419998,129.960007,130,122.359062,847345,Negative,Negative,208,-4.100006,-3.119995,67.33685018,14.600209,0.097356935,0.221842024
